TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
100406,łódzkie,łęczycki,Piątek,21,19,2,0,0,57,5,48,4,0,0,11,1,6,4,89
100407,łódzkie,łęczycki,Świnice Warckie,17,16,1,0,0,24,3,19,2,0,0,6,0,5,1,47
100408,łódzkie,łęczycki,Witonia,6,5,1,0,0,15,4,11,0,0,0,3,0,3,0,24
100501,łódzkie,łowicki,Łowicz,38,37,1,0,0,215,15,199,1,0,0,33,3,19,11,286
100502,łódzkie,łowicki,Bielawy,23,22,1,0,0,52,0,51,1,0,0,6,0,6,0,81
100503,łódzkie,łowicki,Chąśno,14,12,2,0,0,24,0,23,1,0,0,1,0,1,0,39
100504,łódzkie,łowicki,Domaniewice,13,13,0,0,0,24,1,23,0,0,0,1,0,1,0,38
100505,łódzkie,łowicki,Kiernozia,10,10,0,0,0,23,2,20,1,0,0,1,0,1,0,34
100506,łódzkie,łowicki,Kocierzew Południowy,8,6,2,0,0,29,1,26,2,0,0,2,0,2,0,39
100507,łódzkie,łowicki,Łowicz,31,29,2,0,0,64,2,59,3,0,0,0,0,0,0,95
100508,łódzkie,łowicki,Łyszkowice,39,38,1,0,0,77,5,68,4,0,0,10,0,5,5,126
100509,łódzkie,łowicki,Nieborów,30,28,2,0,0,86,5,76,4,1,0,9,2,4,3,125
100510,łódzkie,łowicki,Zduny,15,14,1,0,0,36,4,30,2,0,0,4,0,4,0,55
100602,łódzkie,łódzki wschodni,Andrespol,30,30,0,0,0,134,10,122,2,0,0,7,1,5,1,171
100603,łódzkie,łódzki wschodni,Brójce,19,18,0,0,1,96,4,91,1,0,0,2,0,2,0,117
100607,łódzkie,łódzki wschodni,Koluszki,60,56,4,0,0,165,11,149,5,0,0,14,2,6,6,239
100608,łódzkie,łódzki wschodni,Nowosolna,27,26,1,0,0,51,6,41,4,0,0,10,0,6,4,88
100610,łódzkie,łódzki wschodni,Rzgów,47,45,2,0,0,140,4,127,7,2,0,22,1,12,9,209
100611,łódzkie,łódzki wschodni,Tuszyn,73,67,5,1,0,174,11,157,6,0,0,21,3,9,9,268
100701,łódzkie,opoczyński,Białaczów,30,27,3,0,0,28,1,27,0,0,0,2,0,2,0,60
100702,łódzkie,opoczyński,Drzewica,57,52,5,0,0,38,2,35,1,0,0,9,2,3,4,104
100703,łódzkie,opoczyński,Mniszków,15,13,2,0,0,38,3,35,0,0,0,4,0,4,0,57
100704,łódzkie,opoczyński,Opoczno,102,99,3,0,0,188,19,163,6,0,0,36,0,19,17,326
100705,łódzkie,opoczyński,Paradyż,16,16,0,0,0,23,1,21,1,0,0,2,0,1,1,41
100706,łódzkie,opoczyński,Poświętne,16,15,1,0,0,28,1,24,3,0,0,1,0,1,0,45
100707,łódzkie,opoczyński,Sławno,26,25,1,0,0,46,4,41,1,0,0,2,1,1,0,74
100708,łódzkie,opoczyński,Żarnów,40,39,1,0,0,50,3,47,0,0,0,8,0,6,2,98
100801,łódzkie,pabianicki,Konstantynów Łódzki,29,28,1,0,0,137,11,120,6,0,0,25,0,17,8,191
100802,łódzkie,pabianicki,Pabianice,106,104,2,0,0,315,32,282,1,0,0,81,1,55,25,502
100803,łódzkie,pabianicki,Dłutów,18,17,1,0,0,47,3,44,0,0,0,3,0,3,0,68
100804,łódzkie,pabianicki,Dobroń,29,28,1,0,0,81,5,71,5,0,0,4,0,3,1,114
100805,łódzkie,pabianicki,Ksawerów,7,6,1,0,0,32,5,27,0,0,0,9,0,4,5,48
100806,łódzkie,pabianicki,Lutomiersk,23,21,1,1,0,140,16,122,2,0,0,10,0,9,1,173
100807,łódzkie,pabianicki,Pabianice,18,18,0,0,0,56,4,51,1,0,0,11,0,7,4,85
100901,łódzkie,pajęczański,Działoszyn,27,25,2,0,0,78,13,61,4,0,0,8,0,5,3,113
100902,łódzkie,pajęczański,Kiełczygłów,15,12,3,0,0,33,10,22,1,0,0,4,0,2,2,52
100903,łódzkie,pajęczański,Nowa Brzeźnica,29,29,0,0,0,55,4,49,2,0,0,3,0,3,0,87
100904,łódzkie,pajęczański,Pajęczno,30,27,3,0,0,106,5,100,1,0,0,6,0,5,1,142
100905,łódzkie,pajęczański,Rząśnia,15,14,1,0,0,32,1,30,1,0,0,0,0,0,0,47
100906,łódzkie,pajęczański,Siemkowice,8,8,0,0,0,38,0,37,1,0,0,1,0,1,0,47
100907,łódzkie,pajęczański,Strzelce Wielkie,10,9,1,0,0,30,0,28,2,0,0,1,0,1,0,41
100908,łódzkie,pajęczański,Sulmierzyce,7,5,2,0,0,42,2,40,0,0,0,1,0,0,1,50
101001,łódzkie,piotrkowski,Aleksandrów,34,29,5,0,0,39,5,34,0,0,0,3,0,3,0,76
101002,łódzkie,piotrkowski,Czarnocin,14,14,0,0,0,37,4,32,1,0,0,2,0,2,0,53
101003,łódzkie,piotrkowski,Gorzkowice,29,29,0,0,0,36,4,32,0,0,0,4,0,3,1,69
101004,łódzkie,piotrkowski,Grabica,25,24,1,0,0,51,4,44,3,0,0,6,0,4,2,82
101005,łódzkie,piotrkowski,Łęki Szlacheckie,16,14,2,0,0,23,1,21,1,0,0,0,0,0,0,39
101006,łódzkie,piotrkowski,Moszczenica,28,27,1,0,0,92,9,80,3,0,0,9,0,7,2,129
101007,łódzkie,piotrkowski,Ręczno,12,11,1,0,0,25,0,24,1,0,0,1,0,1,0,38
101008,łódzkie,piotrkowski,Rozprza,36,36,0,0,0,88,9,79,0,0,0,10,0,7,3,134
101009,łódzkie,piotrkowski,Sulejów,63,62,1,0,0,250,30,215,5,0,0,16,0,8,8,329
101010,łódzkie,piotrkowski,Wola Krzysztoporska,41,41,0,0,0,147,13,129,5,0,0,14,1,8,5,202
101011,łódzkie,piotrkowski,Wolbórz,36,34,1,1,0,72,11,60,1,0,0,6,1,4,1,114
101101,łódzkie,poddębicki,Dalików,13,12,1,0,0,33,3,30,0,0,0,4,0,4,0,50
101102,łódzkie,poddębicki,Pęczniew,13,12,1,0,0,33,1,31,1,0,0,3,0,3,0,49
101103,łódzkie,poddębicki,Poddębice,48,48,0,0,0,155,10,144,1,0,0,32,0,19,13,235
101104,łódzkie,poddębicki,Uniejów,23,23,0,0,0,61,5,52,4,0,0,15,0,5,10,99
101105,łódzkie,poddębicki,Wartkowice,28,25,2,1,0,67,2,62,3,0,0,13,0,13,0,108
101106,łódzkie,poddębicki,Zadzim,43,43,0,0,0,147,10,136,1,0,0,7,0,7,0,197
101201,łódzkie,radomszczański,Radomsko,94,90,3,1,0,354,54,297,3,0,0,62,1,37,24,510
101202,łódzkie,radomszczański,Dobryszyce,12,11,1,0,0,48,4,43,1,0,0,4,0,3,1,64
101203,łódzkie,radomszczański,Gidle,53,48,5,0,0,51,4,46,1,0,0,5,0,4,1,109
101204,łódzkie,radomszczański,Gomunice,12,11,1,0,0,43,0,42,1,0,0,4,1,3,0,59
101205,łódzkie,radomszczański,Kamieńsk,18,16,2,0,0,59,7,50,2,0,0,5,2,3,0,82
101206,łódzkie,radomszczański,Kobiele Wielkie,10,8,2,0,0,26,0,26,0,0,0,2,0,2,0,38
101207,łódzkie,radomszczański,Kodrąb,13,11,2,0,0,43,1,39,3,0,0,1,0,1,0,57
101208,łódzkie,radomszczański,Lgota Wielka,7,6,1,0,0,37,2,35,0,0,0,2,0,2,0,46
101209,łódzkie,radomszczański,Ładzice,32,29,3,0,0,46,2,44,0,0,0,3,0,3,0,81
101210,łódzkie,radomszczański,Masłowice,11,11,0,0,0,36,1,35,0,0,0,3,0,3,0,50
101211,łódzkie,radomszczański,Przedbórz,20,18,2,0,0,71,16,54,1,0,0,5,0,4,1,96
101212,łódzkie,radomszczański,Radomsko,51,46,4,1,0,57,5,52,0,0,0,9,0,4,5,117
101213,łódzkie,radomszczański,Wielgomłyny,22,21,1,0,0,29,1,28,0,0,0,3,0,3,0,54
101214,łódzkie,radomszczański,Żytno,34,33,1,0,0,53,0,52,1,0,0,0,0,0,0,87
101301,łódzkie,rawski,Rawa Mazowiecka,43,42,1,0,0,80,16,64,0,0,0,19,0,13,6,142
101302,łódzkie,rawski,Biała Rawska,42,41,1,0,0,86,6,76,4,0,0,10,0,5,5,138
101303,łódzkie,rawski,Cielądz,19,18,1,0,0,13,2,11,0,0,0,1,0,1,0,33
101304,łódzkie,rawski,Rawa Mazowiecka,42,41,1,0,0,95,21,74,0,0,0,7,1,4,2,144
101305,łódzkie,rawski,Regnów,9,9,0,0,0,16,0,16,0,0,0,1,0,1,0,26
101306,łódzkie,rawski,Sadkowice,14,13,1,0,0,24,4,19,1,0,0,3,1,2,0,41
101401,łódzkie,sieradzki,Sieradz,78,76,2,0,0,201,25,173,3,0,0,78,14,45,19,357
101402,łódzkie,sieradzki,Błaszki,43,39,3,0,1,131,12,116,3,0,0,9,3,6,0,183
101403,łódzkie,sieradzki,Brąszewice,18,17,1,0,0,30,4,26,0,0,0,2,0,0,2,50
101404,łódzkie,sieradzki,Brzeźnio,27,25,2,0,0,57,3,52,2,0,0,3,0,3,0,87
101405,łódzkie,sieradzki,Burzenin,20,20,0,0,0,43,3,40,0,0,0,2,0,2,0,65
101406,łódzkie,sieradzki,Goszczanów,10,9,1,0,0,29,2,26,1,0,0,4,0,3,1,43
101407,łódzkie,sieradzki,Klonowa,8,6,2,0,0,20,4,16,0,0,0,3,1,2,0,31
101408,łódzkie,sieradzki,Sieradz,54,52,2,0,0,79,7,70,2,0,0,61,48,10,3,194
101409,łódzkie,sieradzki,Warta,38,37,1,0,0,99,10,86,3,0,0,33,3,11,19,170
101410,łódzkie,sieradzki,Wróblew,23,23,0,0,0,34,3,29,2,0,0,14,7,6,1,71
101411,łódzkie,sieradzki,Złoczew,15,15,0,0,0,67,5,62,0,0,0,5,2,2,1,87
101501,łódzkie,skierniewicki,Bolimów,26,24,2,0,0,59,8,44,7,0,0,6,0,6,0,91
101502,łódzkie,skierniewicki,Głuchów,16,14,2,0,0,46,5,41,0,0,0,8,1,2,5,70
101503,łódzkie,skierniewicki,Godzianów,10,10,0,0,0,19,0,19,0,0,0,1,0,1,0,30
101504,łódzkie,skierniewicki,Kowiesy,36,34,2,0,0,36,2,30,4,0,0,1,0,1,0,73
101505,łódzkie,skierniewicki,Lipce Reymontowskie,6,6,0,0,0,33,6,27,0,0,0,1,0,1,0,40
101506,łódzkie,skierniewicki,Maków,11,11,0,0,0,42,8,34,0,0,0,1,0,1,0,54
101507,łódzkie,skierniewicki,Nowy Kawęczyn,18,16,2,0,0,37,3,34,0,0,0,5,0,1,4,60
101508,łódzkie,skierniewicki,Skierniewice,30,30,0,0,0,73,7,66,0,0,0,9,0,3,6,112
101509,łódzkie,skierniewicki,Słupia,5,4,1,0,0,16,0,15,1,0,0,1,0,1,0,22
101601,łódzkie,tomaszowski,Tomaszów Mazowiecki,117,112,5,0,0,478,58,414,6,0,0,75,2,60,13,670
101602,łódzkie,tomaszowski,Będków,17,14,3,0,0,27,3,22,2,0,0,4,1,3,0,48
101603,łódzkie,tomaszowski,Budziszewice,10,10,0,0,0,11,0,11,0,0,0,0,0,0,0,21
101604,łódzkie,tomaszowski,Czerniewice,19,17,2,0,0,32,0,31,1,0,0,8,0,4,4,59
101605,łódzkie,tomaszowski,Inowłódz,20,20,0,0,0,40,3,36,1,0,0,11,0,7,4,71
101606,łódzkie,tomaszowski,Lubochnia,41,40,0,0,1,75,3,72,0,0,0,7,0,7,0,123
101607,łódzkie,tomaszowski,Rokiciny,14,12,2,0,0,45,4,39,2,0,0,5,0,3,2,64
101608,łódzkie,tomaszowski,Rzeczyca,23,22,1,0,0,22,0,21,1,0,0,2,0,2,0,47
101609,łódzkie,tomaszowski,Tomaszów Mazowiecki,50,48,2,0,0,90,5,81,4,0,0,10,0,9,1,150
101610,łódzkie,tomaszowski,Ujazd,32,29,3,0,0,79,2,77,0,0,0,1,0,1,0,112
101611,łódzkie,tomaszowski,Żelechlinek,16,16,0,0,0,30,1,26,3,0,0,5,0,5,0,51
101701,łódzkie,wieluński,Biała,6,6,0,0,0,33,4,29,0,0,0,0,0,0,0,39
101702,łódzkie,wieluński,Czarnożyły,10,10,0,0,0,29,1,28,0,0,0,1,0,0,1,40
101703,łódzkie,wieluński,Konopnica,24,21,3,0,0,42,2,40,0,0,0,2,0,2,0,68
101704,łódzkie,wieluński,Mokrsko,16,14,2,0,0,38,3,34,1,0,0,1,0,1,0,55
101705,łódzkie,wieluński,Osjaków,17,16,1,0,0,47,6,38,3,0,0,4,0,3,1,68
101706,łódzkie,wieluński,Ostrówek,18,18,0,0,0,36,4,32,0,0,0,4,0,1,3,58
101707,łódzkie,wieluński,Pątnów,11,11,0,0,0,44,4,38,2,0,0,6,0,3,3,61
101708,łódzkie,wieluński,Skomlin,8,8,0,0,0,23,3,19,1,0,0,1,0,1,0,32
101709,łódzkie,wieluński,Wieluń,60,58,2,0,0,292,42,247,3,0,0,32,1,18,13,384
101710,łódzkie,wieluński,Wierzchlas,15,14,1,0,0,63,4,53,6,0,0,2,0,1,1,80
101801,łódzkie,wieruszowski,Bolesławiec,12,11,1,0,0,48,1,47,0,0,0,7,0,3,4,67
101802,łódzkie,wieruszowski,Czastary,15,15,0,0,0,34,2,32,0,0,0,0,0,0,0,49
101803,łódzkie,wieruszowski,Galewice,26,26,0,0,0,58,1,57,0,0,0,4,0,4,0,88
101804,łódzkie,wieruszowski,Lututów,23,22,1,0,0,63,2,60,1,0,0,4,0,3,1,90
101805,łódzkie,wieruszowski,Łubnice,10,10,0,0,0,27,1,25,1,0,0,1,0,1,0,38
101806,łódzkie,wieruszowski,Sokolniki,12,11,1,0,0,61,2,58,1,0,0,3,0,2,1,76
101807,łódzkie,wieruszowski,Wieruszów,45,41,4,0,0,153,14,137,2,0,0,21,2,11,8,219
101901,łódzkie,zduńskowolski,Zduńska Wola,49,47,2,0,0,357,23,330,4,0,0,60,3,40,17,466
101902,łódzkie,zduńskowolski,Szadek,24,22,2,0,0,121,6,114,1,0,0,7,0,6,1,152
101903,łódzkie,zduńskowolski,Zapolice,17,17,0,0,0,90,4,84,2,0,0,9,0,9,0,116
101904,łódzkie,zduńskowolski,Zduńska Wola,31,29,2,0,0,132,8,121,3,0,0,15,0,7,8,178
102001,łódzkie,zgierski,Głowno,66,63,2,1,0,99,6,93,0,0,0,16,0,12,4,181
102002,łódzkie,zgierski,Ozorków,46,43,1,1,1,161,12,149,0,0,0,38,0,21,17,245
102003,łódzkie,zgierski,Zgierz,110,108,2,0,0,394,41,349,4,0,0,89,1,41,47,593
102004,łódzkie,zgierski,Aleksandrów Łódzki,66,62,4,0,0,357,35,316,6,0,0,42,0,28,14,465
102005,łódzkie,zgierski,Głowno,21,20,1,0,0,37,1,35,1,0,0,1,0,1,0,59
102006,łódzkie,zgierski,Ozorków,25,24,1,0,0,117,13,104,0,0,0,4,0,3,1,146
102007,łódzkie,zgierski,Parzęczew,23,22,1,0,0,75,5,65,5,0,0,5,0,4,1,103
102008,łódzkie,zgierski,Stryków,60,57,3,0,0,218,9,203,6,0,0,52,1,19,32,330
102009,łódzkie,zgierski,Zgierz,73,71,1,1,0,232,14,215,3,0,0,47,1,35,11,352
102101,łódzkie,brzeziński,Brzeziny,36,36,0,0,0,129,8,121,0,0,0,24,0,14,10,189
102102,łódzkie,brzeziński,Brzeziny,19,17,2,0,0,63,4,59,0,0,0,6,0,5,1,88
102103,łódzkie,brzeziński,Dmosin,48,46,2,0,0,114,7,99,8,0,0,13,4,8,1,175
102104,łódzkie,brzeziński,Jeżów,19,17,2,0,0,43,2,39,2,0,0,3,0,1,2,65
102105,łódzkie,brzeziński,Rogów,10,10,0,0,0,29,2,26,1,0,0,4,0,1,3,43
106101,łódzkie,Łódź,Łódź,405,404,1,0,0,879,111,743,25,0,0,976,4,192,780,2260
106102,łódzkie,Łódź,Łódź,318,313,3,2,0,1159,140,998,21,0,0,219,2,189,28,1696
106103,łódzkie,Łódź,Łódź,285,281,4,0,0,1139,119,1009,11,0,0,211,1,184,26,1635
106104,łódzkie,Łódź,Łódź,197,194,2,1,0,736,117,605,13,1,0,157,2,124,31,1090
106105,łódzkie,Łódź,Łódź,131,130,1,0,0,271,38,231,1,1,0,144,1,86,57,546
106106,łódzkie,Łódź,Łódź,249,247,2,0,0,607,58,537,12,0,0,127,5,92,30,983
106201,łódzkie,Piotrków Trybunalski,Piotrków Trybunalski,167,160,6,0,1,403,52,345,5,1,0,126,0,75,51,696
106301,łódzkie,Skierniewice,Skierniewice,107,106,1,0,0,326,57,267,2,0,0,66,3,36,27,499
120101,małopolskie,bocheński,Bochnia,48,46,2,0,0,306,70,233,3,0,0,36,1,11,24,390
120102,małopolskie,bocheński,Bochnia,42,40,2,0,0,283,34,237,12,0,0,10,0,9,1,335
120103,małopolskie,bocheński,Drwinia,10,10,0,0,0,129,3,121,5,0,0,3,1,2,0,142
120104,małopolskie,bocheński,Lipnica Murowana,9,9,0,0,0,81,2,78,1,0,0,2,0,1,1,92
120105,małopolskie,bocheński,Łapanów,13,13,0,0,0,155,8,143,4,0,0,4,0,3,1,172
120106,małopolskie,bocheński,Nowy Wiśnicz,17,16,1,0,0,261,21,233,7,0,0,4,0,3,1,282
120107,małopolskie,bocheński,Rzezawa,30,28,2,0,0,171,9,150,12,0,0,0,0,0,0,201
120108,małopolskie,bocheński,Trzciana,12,11,1,0,0,65,4,55,6,0,0,1,0,1,0,78
120109,małopolskie,bocheński,Żegocina,8,8,0,0,0,81,10,70,1,0,0,0,0,0,0,89
120201,małopolskie,brzeski,Borzęcin,17,15,2,0,0,41,4,35,2,0,0,3,0,2,1,61
120202,małopolskie,brzeski,Brzesko,68,65,3,0,0,294,30,246,18,0,0,31,0,11,20,393
120203,małopolskie,brzeski,Czchów,16,16,0,0,0,135,9,124,2,0,0,1,0,1,0,152
120204,małopolskie,brzeski,Dębno,21,20,1,0,0,91,6,82,3,0,0,6,0,3,3,118
120205,małopolskie,brzeski,Gnojnik,10,10,0,0,0,102,8,92,2,0,0,0,0,0,0,112
120206,małopolskie,brzeski,Iwkowa,7,7,0,0,0,49,3,44,2,0,0,2,0,2,0,58
120207,małopolskie,brzeski,Szczurowa,22,22,0,0,0,64,8,52,4,0,0,4,0,4,0,90
120301,małopolskie,chrzanowski,Alwernia,25,25,0,0,0,161,30,126,5,0,0,14,0,13,1,200
120302,małopolskie,chrzanowski,Babice,22,21,1,0,0,83,12,69,2,0,0,7,0,4,3,112
120303,małopolskie,chrzanowski,Chrzanów,109,108,1,0,0,323,94,222,7,0,0,66,7,31,28,498
120304,małopolskie,chrzanowski,Libiąż,54,52,2,0,0,137,32,101,4,0,0,18,1,15,2,209
120305,małopolskie,chrzanowski,Trzebinia,83,82,0,0,1,276,70,197,8,1,0,40,2,25,13,399
120401,małopolskie,dąbrowski,Bolesław,6,4,2,0,0,26,0,26,0,0,0,1,0,1,0,33
120402,małopolskie,dąbrowski,Dąbrowa Tarnowska,33,30,3,0,0,192,18,170,4,0,0,23,0,22,1,248
120403,małopolskie,dąbrowski,Gręboszów,6,6,0,0,0,16,1,15,0,0,0,0,0,0,0,22
120404,małopolskie,dąbrowski,Mędrzechów,13,10,3,0,0,43,1,42,0,0,0,2,0,2,0,58
120405,małopolskie,dąbrowski,Olesno,17,16,1,0,0,76,8,68,0,0,0,2,0,2,0,95
120406,małopolskie,dąbrowski,Radgoszcz,9,7,2,0,0,49,2,46,1,0,0,3,0,3,0,61
120407,małopolskie,dąbrowski,Szczucin,27,25,2,0,0,134,4,130,0,0,0,6,0,6,0,167
120501,małopolskie,gorlicki,Gorlice,41,41,0,0,0,287,25,259,3,0,0,51,0,21,30,379
120502,małopolskie,gorlicki,Biecz,64,63,1,0,0,237,5,230,2,0,0,4,0,3,1,305
120503,małopolskie,gorlicki,Bobowa,12,12,0,0,0,115,3,109,3,0,0,1,1,0,0,128
120504,małopolskie,gorlicki,Gorlice,29,25,4,0,0,300,6,291,3,0,0,8,1,5,2,337
120505,małopolskie,gorlicki,Lipinki,29,29,0,0,0,68,1,66,1,0,0,2,0,2,0,99
120506,małopolskie,gorlicki,Łużna,13,13,0,0,0,176,3,172,1,0,0,3,1,0,2,192
120507,małopolskie,gorlicki,Moszczenica,8,7,1,0,0,82,0,82,0,0,0,1,1,0,0,91
120508,małopolskie,gorlicki,Ropa,7,7,0,0,0,92,12,79,1,0,0,2,0,1,1,101
120509,małopolskie,gorlicki,Sękowa,12,11,1,0,0,98,6,89,3,0,0,6,0,1,5,116
120510,małopolskie,gorlicki,Uście Gorlickie,13,13,0,0,0,157,8,147,2,0,0,3,0,1,2,173
120601,małopolskie,krakowski,Czernichów,45,44,1,0,0,342,13,319,9,1,0,14,0,11,3,401
120602,małopolskie,krakowski,Igołomia-Wawrzeńczyce,15,14,0,1,0,185,26,155,4,0,0,4,0,4,0,204
120603,małopolskie,krakowski,Iwanowice,11,11,0,0,0,291,13,272,6,0,0,12,0,11,1,314
120604,małopolskie,krakowski,Jerzmanowice-Przeginia,55,53,2,0,0,235,15,216,4,0,0,9,0,9,0,299
120605,małopolskie,krakowski,Kocmyrzów-Luborzyca,30,29,1,0,0,249,14,232,3,0,0,11,0,6,5,290
120606,małopolskie,krakowski,Krzeszowice,127,125,2,0,0,710,36,662,12,0,0,43,2,37,4,880
120607,małopolskie,krakowski,Liszki,65,63,2,0,0,334,24,295,14,1,0,18,1,14,3,417
120608,małopolskie,krakowski,Michałowice,14,14,0,0,0,296,9,278,9,0,0,8,1,7,0,318
120609,małopolskie,krakowski,Mogilany,33,32,1,0,0,275,21,250,4,0,0,19,0,15,4,327
120610,małopolskie,krakowski,Skała,19,19,0,0,0,343,14,323,6,0,0,7,0,6,1,369
120611,małopolskie,krakowski,Skawina,98,95,3,0,0,562,66,489,7,0,0,61,1,31,29,721
120612,małopolskie,krakowski,Słomniki,47,45,2,0,0,157,10,143,4,0,0,7,2,3,2,211
120613,małopolskie,krakowski,Sułoszowa,13,13,0,0,0,75,2,71,1,1,0,5,0,4,1,93
120614,małopolskie,krakowski,Świątniki Górne,24,22,2,0,0,262,15,247,0,0,0,6,0,4,2,292
120615,małopolskie,krakowski,Wielka Wieś,39,37,2,0,0,713,33,672,8,0,0,32,2,23,7,784
120616,małopolskie,krakowski,Zabierzów,66,63,3,0,0,608,44,539,24,1,0,37,0,26,11,711
120617,małopolskie,krakowski,Zielonki,38,37,1,0,0,473,21,445,7,0,0,11,1,7,3,522
120701,małopolskie,limanowski,Limanowa,12,12,0,0,0,173,8,162,3,0,0,42,1,24,17,227
120702,małopolskie,limanowski,Mszana Dolna,4,3,1,0,0,79,5,71,3,0,0,10,0,6,4,93
120703,małopolskie,limanowski,Dobra,21,21,0,0,0,147,1,143,3,0,0,12,0,11,1,180
120704,małopolskie,limanowski,Jodłownik,18,18,0,0,0,130,5,122,3,0,0,10,0,6,4,158
120705,małopolskie,limanowski,Kamienica,5,5,0,0,0,65,3,57,5,0,0,3,0,3,0,73
120706,małopolskie,limanowski,Laskowa,12,11,1,0,0,89,2,84,3,0,0,2,0,1,1,103
120707,małopolskie,limanowski,Limanowa,31,30,1,0,0,266,8,250,7,1,0,6,0,5,1,303
120708,małopolskie,limanowski,Łukowica,22,21,1,0,0,84,0,80,4,0,0,6,0,5,1,112
120709,małopolskie,limanowski,Mszana Dolna,32,31,1,0,0,165,3,158,3,1,0,17,0,14,3,214
120710,małopolskie,limanowski,Niedźwiedź,19,18,1,0,0,66,0,66,0,0,0,6,0,5,1,91
120711,małopolskie,limanowski,Słopnice,3,3,0,0,0,37,0,37,0,0,0,5,0,3,2,45
120712,małopolskie,limanowski,Tymbark,11,11,0,0,0,73,2,71,0,0,0,2,0,2,0,86
120713,małopolskie,limanowski,Kamienica,3,3,0,0,0,24,0,23,1,0,0,1,0,1,0,28
120801,małopolskie,miechowski,Charsznica,18,17,1,0,0,107,6,100,1,0,0,5,0,4,1,130
120802,małopolskie,miechowski,Gołcza,22,20,2,0,0,151,6,144,1,0,0,4,0,4,0,177
120803,małopolskie,miechowski,Kozłów,16,16,0,0,0,35,0,34,1,0,0,1,0,1,0,52
120804,małopolskie,miechowski,Książ Wielki,18,17,1,0,0,85,8,77,0,0,0,3,0,2,1,106
120805,małopolskie,miechowski,Miechów,45,43,2,0,0,323,21,293,9,0,0,16,0,8,8,384
120806,małopolskie,miechowski,Racławice,6,4,2,0,0,42,2,40,0,0,0,0,0,0,0,48
120807,małopolskie,miechowski,Słaboszów,12,12,0,0,0,48,1,47,0,0,0,2,0,2,0,62
120901,małopolskie,myślenicki,Dobczyce,16,16,0,0,0,171,12,157,2,0,0,12,0,11,1,199
120902,małopolskie,myślenicki,Lubień,22,22,0,0,0,96,0,92,4,0,0,10,0,9,1,128
120903,małopolskie,myślenicki,Myślenice,71,67,3,0,1,439,23,407,9,0,0,50,1,27,22,560
120904,małopolskie,myślenicki,Pcim,24,23,0,1,0,112,5,104,3,0,0,10,1,8,1,146
120905,małopolskie,myślenicki,Raciechowice,9,8,1,0,0,77,2,75,0,0,0,8,1,6,1,94
120906,małopolskie,myślenicki,Siepraw,15,15,0,0,0,82,4,77,1,0,0,1,0,1,0,98
120907,małopolskie,myślenicki,Sułkowice,24,22,2,0,0,213,4,207,2,0,0,8,2,4,2,245
120908,małopolskie,myślenicki,Tokarnia,14,14,0,0,0,44,1,42,1,0,0,3,0,2,1,61
120909,małopolskie,myślenicki,Wiśniowa,15,15,0,0,0,75,2,72,1,0,0,1,0,0,1,91
121001,małopolskie,nowosądecki,Grybów,15,14,1,0,0,45,7,38,0,0,0,3,0,1,2,63
121002,małopolskie,nowosądecki,Chełmiec,70,66,4,0,0,192,22,166,4,0,0,18,0,14,4,280
121003,małopolskie,nowosądecki,Gródek nad Dunajcem,13,12,1,0,0,84,8,68,8,0,0,8,0,5,3,105
121004,małopolskie,nowosądecki,Grybów,30,29,1,0,0,145,8,131,6,0,0,9,0,4,5,184
121005,małopolskie,nowosądecki,Kamionka Wielka,14,13,1,0,0,59,6,50,3,0,0,3,0,2,1,76
121006,małopolskie,nowosądecki,Korzenna,25,24,1,0,0,97,11,82,4,0,0,4,1,3,0,126
121007,małopolskie,nowosądecki,Krynica-Zdrój,34,34,0,0,0,192,50,141,1,0,0,36,0,4,32,262
121008,małopolskie,nowosądecki,Łabowa,6,6,0,0,0,39,4,33,2,0,0,0,0,0,0,45
121009,małopolskie,nowosądecki,Łącko,95,93,2,0,0,146,26,115,5,0,0,19,3,16,0,260
121010,małopolskie,nowosądecki,Łososina Dolna,24,24,0,0,0,177,11,160,6,0,0,4,0,2,2,205
121011,małopolskie,nowosądecki,Muszyna,21,21,0,0,0,106,7,96,3,0,0,17,0,9,8,144
121012,małopolskie,nowosądecki,Nawojowa,23,22,1,0,0,56,5,51,0,0,0,3,0,2,1,82
121013,małopolskie,nowosądecki,Piwniczna-Zdrój,23,23,0,0,0,87,13,74,0,0,0,7,0,5,2,117
121014,małopolskie,nowosądecki,Podegrodzie,85,84,1,0,0,118,10,105,3,0,0,10,1,7,2,213
121015,małopolskie,nowosądecki,Rytro,17,16,1,0,0,21,4,14,3,0,0,3,0,3,0,41
121016,małopolskie,nowosądecki,Stary Sącz,59,55,4,0,0,189,31,156,2,0,0,13,0,7,6,261
121101,małopolskie,nowotarski,Nowy Targ,73,69,4,0,0,313,76,229,8,0,0,59,1,33,25,445
