TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
181705,podkarpackie,sanocki,Sanok,46,45,1,0,0,293,7,283,3,0,0,6,1,4,1,345
181706,podkarpackie,sanocki,Tyrawa Wołoska,9,9,0,0,0,25,0,23,2,0,0,0,0,0,0,34
181707,podkarpackie,sanocki,Zagórz,53,50,3,0,0,191,14,176,1,0,0,1,0,1,0,245
181708,podkarpackie,sanocki,Zarszyn,23,23,0,0,0,108,7,100,1,0,0,0,0,0,0,131
181801,podkarpackie,stalowowolski,Stalowa Wola,154,150,4,0,0,499,176,322,1,0,0,21,1,11,9,674
181802,podkarpackie,stalowowolski,Bojanów,26,22,4,0,0,54,5,49,0,0,0,2,0,2,0,82
181803,podkarpackie,stalowowolski,Pysznica,45,44,1,0,0,96,6,90,0,0,0,2,0,1,1,143
181804,podkarpackie,stalowowolski,Radomyśl nad Sanem,33,32,1,0,0,80,4,75,1,0,0,4,2,2,0,117
181805,podkarpackie,stalowowolski,Zaklików,22,21,1,0,0,86,6,78,2,0,0,3,0,3,0,111
181806,podkarpackie,stalowowolski,Zaleszany,69,66,3,0,0,126,8,117,1,0,0,1,0,1,0,196
181901,podkarpackie,strzyżowski,Czudec,22,22,0,0,0,201,9,190,2,0,0,5,0,3,2,228
181902,podkarpackie,strzyżowski,Frysztak,28,24,4,0,0,198,10,185,3,0,0,2,0,2,0,228
181903,podkarpackie,strzyżowski,Niebylec,21,21,0,0,0,195,4,188,3,0,0,0,0,0,0,216
181904,podkarpackie,strzyżowski,Strzyżów,37,36,1,0,0,418,52,365,1,0,0,9,0,6,3,464
181905,podkarpackie,strzyżowski,Wiśniowa,25,25,0,0,0,151,0,149,2,0,0,2,0,2,0,178
182001,podkarpackie,tarnobrzeski,Baranów Sandomierski,32,26,6,0,0,103,4,97,2,0,0,5,0,3,2,140
182002,podkarpackie,tarnobrzeski,Gorzyce,55,50,5,0,0,118,10,108,0,0,0,5,0,4,1,178
182003,podkarpackie,tarnobrzeski,Grębów,38,35,3,0,0,172,13,157,2,0,0,5,0,5,0,215
182004,podkarpackie,tarnobrzeski,Nowa Dęba,93,84,9,0,0,99,7,89,3,0,0,7,0,3,4,199
182101,podkarpackie,leski,Baligród,12,11,1,0,0,34,3,30,1,0,0,4,1,2,1,50
182102,podkarpackie,leski,Cisna,11,11,0,0,0,36,2,33,1,0,0,4,0,3,1,51
182103,podkarpackie,leski,Lesko,33,33,0,0,0,166,16,149,1,0,0,5,0,1,4,204
182104,podkarpackie,leski,Olszanica,13,13,0,0,0,89,3,84,2,0,0,1,0,1,0,103
182105,podkarpackie,leski,Solina,22,21,1,0,0,165,13,140,12,0,0,4,0,3,1,191
186101,podkarpackie,Krosno,Krosno,76,75,0,0,1,540,83,451,6,0,0,73,3,19,51,689
186201,podkarpackie,Przemyśl,Przemyśl,116,113,2,0,1,505,87,415,3,0,0,90,1,41,48,711
186301,podkarpackie,Rzeszów,Rzeszów,307,302,3,2,0,865,157,688,20,0,0,167,4,38,125,1339
186401,podkarpackie,Tarnobrzeg,Tarnobrzeg,82,77,5,0,0,308,30,276,2,0,0,40,1,16,23,430
200101,podlaskie,augustowski,Augustów,50,47,3,0,0,198,23,160,15,0,0,35,1,23,11,283
200102,podlaskie,augustowski,Augustów,18,16,2,0,0,65,6,59,0,0,0,2,0,2,0,85
200103,podlaskie,augustowski,Bargłów Kościelny,19,16,2,0,1,31,2,29,0,0,0,2,0,2,0,52
200104,podlaskie,augustowski,Lipsk,15,12,3,0,0,50,4,46,0,0,0,1,0,1,0,66
200105,podlaskie,augustowski,Nowinka,23,22,1,0,0,39,2,34,3,0,0,2,0,2,0,64
200106,podlaskie,augustowski,Płaska,14,12,2,0,0,555,4,550,1,0,0,3,0,2,1,572
200107,podlaskie,augustowski,Sztabin,26,24,0,2,0,69,4,62,3,0,0,3,0,3,0,98
200201,podlaskie,białostocki,Choroszcz,49,47,2,0,0,67,4,62,1,0,0,6,0,4,2,122
200202,podlaskie,białostocki,Czarna Białostocka,54,50,4,0,0,97,5,90,2,0,0,3,0,3,0,154
200203,podlaskie,białostocki,Dobrzyniewo Duże,32,30,2,0,0,43,1,40,2,0,0,4,0,4,0,79
200204,podlaskie,białostocki,Gródek,20,16,3,1,0,68,4,63,1,0,0,0,0,0,0,88
200205,podlaskie,białostocki,Juchnowiec Kościelny,45,39,5,1,0,75,11,59,5,0,0,4,0,4,0,124
200206,podlaskie,białostocki,Łapy,52,50,2,0,0,80,7,72,1,0,0,2,0,2,0,134
200207,podlaskie,białostocki,Michałowo,29,27,2,0,0,91,7,83,1,0,0,8,0,5,3,128
200208,podlaskie,białostocki,Poświętne,19,19,0,0,0,32,0,32,0,0,0,1,0,1,0,52
200209,podlaskie,białostocki,Grabówka,23,19,3,1,0,34,1,32,1,0,0,3,0,3,0,60
200209,podlaskie,białostocki,Supraśl,18,18,0,0,0,41,0,39,2,0,0,3,0,2,1,62
200210,podlaskie,białostocki,Suraż,6,6,0,0,0,18,1,17,0,0,0,1,0,1,0,25
200211,podlaskie,białostocki,Turośń Kościelna,31,31,0,0,0,65,4,59,2,0,0,3,0,2,1,99
200212,podlaskie,białostocki,Tykocin,42,41,1,0,0,42,3,38,1,0,0,2,1,1,0,86
200213,podlaskie,białostocki,Wasilków,53,48,3,2,0,67,7,57,3,0,0,6,0,5,1,126
200214,podlaskie,białostocki,Zabłudów,43,38,5,0,0,99,8,86,5,0,0,1,0,1,0,143
200215,podlaskie,białostocki,Zawady,21,20,1,0,0,32,4,28,0,0,0,0,0,0,0,53
200216,podlaskie,białostocki,Supraśl,5,4,1,0,0,7,1,4,2,0,0,0,0,0,0,12
200301,podlaskie,bielski,Bielsk Podlaski,52,49,2,1,0,118,10,107,1,0,0,22,0,13,9,192
200302,podlaskie,bielski,Brańsk,13,10,2,1,0,24,0,24,0,0,0,0,0,0,0,37
200303,podlaskie,bielski,Bielsk Podlaski,37,32,5,0,0,97,3,92,2,0,0,5,0,5,0,139
200304,podlaskie,bielski,Boćki,24,23,1,0,0,51,0,51,0,0,0,2,0,2,0,77
200305,podlaskie,bielski,Brańsk,13,10,2,1,0,91,3,87,1,0,0,1,0,1,0,105
200306,podlaskie,bielski,Orla,20,16,4,0,0,37,3,34,0,0,0,1,0,0,1,58
200307,podlaskie,bielski,Rudka,7,7,0,0,0,18,1,17,0,0,0,0,0,0,0,25
200308,podlaskie,bielski,Wyszki,15,15,0,0,0,39,0,39,0,0,0,0,0,0,0,54
200401,podlaskie,grajewski,Grajewo,48,46,2,0,0,110,20,89,1,0,0,15,0,15,0,173
200402,podlaskie,grajewski,Grajewo,30,30,0,0,0,74,13,59,2,0,0,2,0,2,0,106
200403,podlaskie,grajewski,Radziłów,14,13,0,1,0,31,3,28,0,0,0,3,0,3,0,48
200404,podlaskie,grajewski,Rajgród,23,19,2,2,0,72,11,50,10,1,0,6,0,6,0,101
200405,podlaskie,grajewski,Szczuczyn,28,28,0,0,0,50,5,44,1,0,0,4,0,4,0,82
200406,podlaskie,grajewski,Wąsosz,10,9,0,1,0,19,1,18,0,0,0,0,0,0,0,29
200501,podlaskie,hajnowski,Hajnówka,44,38,5,0,1,127,21,106,0,0,0,19,0,5,14,190
200502,podlaskie,hajnowski,Białowieża,10,7,3,0,0,61,3,56,2,0,0,3,0,3,0,74
200503,podlaskie,hajnowski,Czeremcha,16,16,0,0,0,24,3,21,0,0,0,1,0,0,1,41
200504,podlaskie,hajnowski,Czyże,5,5,0,0,0,29,2,27,0,0,0,0,0,0,0,34
200505,podlaskie,hajnowski,Dubicze Cerkiewne,10,10,0,0,0,50,2,46,1,1,0,2,0,2,0,62
200506,podlaskie,hajnowski,Hajnówka,19,15,4,0,0,71,1,70,0,0,0,4,0,4,0,94
200507,podlaskie,hajnowski,Kleszczele,12,11,0,1,0,62,1,60,1,0,0,3,0,3,0,77
200508,podlaskie,hajnowski,Narew,9,9,0,0,0,59,2,55,2,0,0,2,0,2,0,70
200509,podlaskie,hajnowski,Narewka,27,25,0,0,2,63,4,58,1,0,0,4,0,4,0,94
200601,podlaskie,kolneński,Kolno,19,19,0,0,0,65,10,54,1,0,0,5,0,4,1,89
200602,podlaskie,kolneński,Grabowo,16,15,1,0,0,64,2,61,1,0,0,1,0,1,0,81
200603,podlaskie,kolneński,Kolno,33,30,1,2,0,112,4,106,2,0,0,4,1,3,0,149
200604,podlaskie,kolneński,Mały Płock,26,23,3,0,0,109,3,99,7,0,0,2,1,1,0,137
200605,podlaskie,kolneński,Stawiski,34,32,1,1,0,77,3,71,3,0,0,5,1,3,1,116
200606,podlaskie,kolneński,Turośl,19,14,5,0,0,80,1,77,2,0,0,1,0,0,1,100
200701,podlaskie,łomżyński,Jedwabne,22,21,1,0,0,45,2,43,0,0,0,5,0,5,0,72
200702,podlaskie,łomżyński,Łomża,32,31,1,0,0,110,4,104,2,0,0,10,0,10,0,152
200703,podlaskie,łomżyński,Miastkowo,13,12,0,1,0,28,1,26,1,0,0,2,0,2,0,43
200704,podlaskie,łomżyński,Nowogród,16,16,0,0,0,52,0,51,1,0,0,2,1,1,0,70
200705,podlaskie,łomżyński,Piątnica,42,41,1,0,0,148,9,128,11,0,0,5,0,5,0,195
200706,podlaskie,łomżyński,Przytuły,9,8,0,1,0,17,1,16,0,0,0,0,0,0,0,26
200707,podlaskie,łomżyński,Śniadowo,28,25,3,0,0,54,4,47,3,0,0,3,0,3,0,85
200708,podlaskie,łomżyński,Wizna,31,30,1,0,0,69,1,63,5,0,0,2,0,2,0,102
200709,podlaskie,łomżyński,Zbójna,7,7,0,0,0,33,3,29,1,0,0,3,0,3,0,43
200801,podlaskie,moniecki,Goniądz,25,24,1,0,0,165,12,149,4,0,0,4,0,4,0,194
200802,podlaskie,moniecki,Jasionówka,13,13,0,0,0,31,3,28,0,0,0,1,0,1,0,45
200803,podlaskie,moniecki,Jaświły,21,19,1,1,0,37,2,35,0,0,0,1,0,1,0,59
200804,podlaskie,moniecki,Knyszyn,22,21,1,0,0,38,0,38,0,0,0,2,0,2,0,62
200805,podlaskie,moniecki,Krypno,20,18,2,0,0,54,16,38,0,0,0,0,0,0,0,74
200806,podlaskie,moniecki,Mońki,57,54,3,0,0,113,17,93,3,0,0,4,0,4,0,174
200807,podlaskie,moniecki,Trzcianne,30,28,2,0,0,43,0,43,0,0,0,1,0,1,0,74
200901,podlaskie,sejneński,Sejny,14,14,0,0,0,51,14,37,0,0,0,2,0,0,2,67
200902,podlaskie,sejneński,Giby,17,15,2,0,0,62,3,58,1,0,0,3,0,3,0,82
200903,podlaskie,sejneński,Krasnopol,22,19,3,0,0,68,9,59,0,0,0,1,0,1,0,91
200904,podlaskie,sejneński,Puńsk,8,8,0,0,0,29,3,26,0,0,0,1,0,0,1,38
200905,podlaskie,sejneński,Sejny,22,20,2,0,0,65,2,63,0,0,0,4,0,3,1,91
201001,podlaskie,siemiatycki,Siemiatycze,30,27,3,0,0,136,17,119,0,0,0,26,0,16,10,192
201002,podlaskie,siemiatycki,Drohiczyn,23,22,1,0,0,85,5,80,0,0,0,2,0,2,0,110
201003,podlaskie,siemiatycki,Dziadkowice,18,17,0,0,1,43,0,43,0,0,0,3,0,2,1,64
201004,podlaskie,siemiatycki,Grodzisk,4,4,0,0,0,54,1,51,2,0,0,0,0,0,0,58
201005,podlaskie,siemiatycki,Mielnik,16,14,2,0,0,61,2,59,0,0,0,1,0,1,0,78
201006,podlaskie,siemiatycki,Milejczyce,8,7,1,0,0,34,0,34,0,0,0,1,0,1,0,43
201007,podlaskie,siemiatycki,Nurzec-Stacja,15,13,1,1,0,54,1,53,0,0,0,3,0,3,0,72
201008,podlaskie,siemiatycki,Perlejewo,7,6,1,0,0,36,0,35,1,0,0,0,0,0,0,43
201009,podlaskie,siemiatycki,Siemiatycze,18,17,1,0,0,109,3,103,3,0,0,1,0,1,0,128
201101,podlaskie,sokólski,Dąbrowa Białostocka,45,45,0,0,0,82,7,74,1,0,0,0,0,0,0,127
201102,podlaskie,sokólski,Janów,9,8,1,0,0,38,2,35,1,0,0,1,0,0,1,48
201103,podlaskie,sokólski,Korycin,16,15,1,0,0,43,3,39,1,0,0,2,0,2,0,61
201104,podlaskie,sokólski,Krynki,12,12,0,0,0,92,3,88,1,0,0,2,0,1,1,106
201105,podlaskie,sokólski,Kuźnica,18,16,2,0,0,111,2,108,1,0,0,1,0,1,0,130
201106,podlaskie,sokólski,Nowy Dwór,10,8,2,0,0,31,2,28,1,0,0,0,0,0,0,41
201107,podlaskie,sokólski,Sidra,21,18,3,0,0,30,2,28,0,0,0,1,0,1,0,52
201108,podlaskie,sokólski,Sokółka,87,79,8,0,0,178,14,159,5,0,0,19,0,16,3,284
201109,podlaskie,sokólski,Suchowola,30,30,0,0,0,60,2,56,2,0,0,1,0,1,0,91
201110,podlaskie,sokólski,Szudziałowo,16,14,2,0,0,51,2,48,1,0,0,2,0,2,0,69
201201,podlaskie,suwalski,Bakałarzewo,6,6,0,0,0,30,4,23,3,0,0,2,0,2,0,38
201202,podlaskie,suwalski,Filipów,18,16,2,0,0,60,9,50,1,0,0,2,0,2,0,80
201203,podlaskie,suwalski,Jeleniewo,14,13,1,0,0,36,2,34,0,0,0,1,0,1,0,51
201204,podlaskie,suwalski,Przerośl,4,4,0,0,0,21,4,16,1,0,0,1,0,1,0,26
201205,podlaskie,suwalski,Raczki,12,12,0,0,0,51,9,41,1,0,0,5,1,3,1,68
201206,podlaskie,suwalski,Rutka-Tartak,2,2,0,0,0,31,2,29,0,0,0,1,0,1,0,34
201207,podlaskie,suwalski,Suwałki,37,35,2,0,0,140,30,102,6,2,0,7,0,6,1,184
201208,podlaskie,suwalski,Szypliszki,10,10,0,0,0,49,12,37,0,0,0,4,0,1,3,63
201209,podlaskie,suwalski,Wiżajny,5,4,1,0,0,34,3,31,0,0,0,0,0,0,0,39
201301,podlaskie,wysokomazowiecki,Wysokie Mazowieckie,22,20,2,0,0,44,7,37,0,0,0,3,0,2,1,69
201302,podlaskie,wysokomazowiecki,Ciechanowiec,21,20,1,0,0,90,0,88,2,0,0,5,1,3,1,116
201303,podlaskie,wysokomazowiecki,Czyżew,10,9,1,0,0,67,6,60,1,0,0,5,0,4,1,82
201304,podlaskie,wysokomazowiecki,Klukowo,19,17,2,0,0,47,0,47,0,0,0,0,0,0,0,66
201305,podlaskie,wysokomazowiecki,Kobylin-Borzymy,20,18,2,0,0,32,1,31,0,0,0,1,0,1,0,53
201306,podlaskie,wysokomazowiecki,Kulesze Kościelne,15,15,0,0,0,13,1,12,0,0,0,0,0,0,0,28
201307,podlaskie,wysokomazowiecki,Nowe Piekuty,14,13,1,0,0,33,2,30,1,0,0,1,0,0,1,48
201308,podlaskie,wysokomazowiecki,Sokoły,35,35,0,0,0,48,1,45,2,0,0,1,0,1,0,84
201309,podlaskie,wysokomazowiecki,Szepietowo,26,26,0,0,0,99,5,92,2,0,0,4,0,4,0,129
201310,podlaskie,wysokomazowiecki,Wysokie Mazowieckie,13,13,0,0,0,60,4,55,1,0,0,3,0,3,0,76
201401,podlaskie,zambrowski,Zambrów,41,41,0,0,0,147,16,130,1,0,0,10,0,9,1,198
201402,podlaskie,zambrowski,Kołaki Kościelne,14,14,0,0,0,42,3,37,2,0,0,0,0,0,0,56
201403,podlaskie,zambrowski,Rutki,28,27,1,0,0,37,2,31,4,0,0,0,0,0,0,65
201404,podlaskie,zambrowski,Szumowo,21,18,3,0,0,57,2,52,2,1,0,2,0,1,1,80
201405,podlaskie,zambrowski,Zambrów,31,28,3,0,0,133,8,123,2,0,0,2,0,2,0,166
206101,podlaskie,Białystok,Białystok,349,342,7,0,0,914,171,730,13,0,0,88,7,40,41,1351
206201,podlaskie,Łomża,Łomża,75,75,0,0,0,353,61,286,6,0,0,52,2,48,2,480
206301,podlaskie,Suwałki,Suwałki,111,108,3,0,0,346,88,253,4,1,0,90,5,32,53,547
220101,pomorskie,bytowski,Borzytuchom,10,9,1,0,0,61,4,55,2,0,0,1,0,1,0,72
220102,pomorskie,bytowski,Bytów,49,47,2,0,0,232,41,185,6,0,0,12,0,6,6,293
220103,pomorskie,bytowski,Czarna Dąbrówka,23,22,1,0,0,119,7,110,2,0,0,9,0,9,0,151
220104,pomorskie,bytowski,Kołczygłowy,7,7,0,0,0,38,1,35,2,0,0,2,0,1,1,47
220105,pomorskie,bytowski,Lipnica,12,10,2,0,0,40,0,37,3,0,0,0,0,0,0,52
220106,pomorskie,bytowski,Miastko,56,55,1,0,0,248,18,227,3,0,0,4,2,2,0,308
220107,pomorskie,bytowski,Parchowo,3,3,0,0,0,44,9,33,2,0,0,2,0,2,0,49
220108,pomorskie,bytowski,Studzienice,2,2,0,0,0,47,0,47,0,0,0,1,0,1,0,50
220109,pomorskie,bytowski,Trzebielino,8,7,1,0,0,43,1,41,1,0,0,1,0,1,0,52
220110,pomorskie,bytowski,Tuchomie,13,13,0,0,0,48,0,47,1,0,0,0,0,0,0,61
220201,pomorskie,chojnicki,Chojnice,58,55,3,0,0,340,51,279,10,0,0,21,0,15,6,419
220202,pomorskie,chojnicki,Brusy,40,37,2,1,0,94,4,86,4,0,0,3,0,2,1,137
220203,pomorskie,chojnicki,Chojnice,43,40,3,0,0,321,16,290,15,0,0,8,0,5,3,372
220204,pomorskie,chojnicki,Czersk,42,42,0,0,0,228,8,209,11,0,0,5,0,5,0,275
220205,pomorskie,chojnicki,Konarzyny,5,3,2,0,0,29,0,26,3,0,0,1,0,0,1,35
220301,pomorskie,człuchowski,Człuchów,23,23,0,0,0,79,4,75,0,0,0,7,0,6,1,109
220302,pomorskie,człuchowski,Czarne,20,19,1,0,0,69,8,60,1,0,0,5,0,3,2,94
220303,pomorskie,człuchowski,Człuchów,23,21,2,0,0,96,5,85,4,2,0,5,0,5,0,124
220304,pomorskie,człuchowski,Debrzno,25,25,0,0,0,136,10,118,8,0,0,3,0,3,0,164
220305,pomorskie,człuchowski,Koczała,15,15,0,0,0,25,2,22,1,0,0,0,0,0,0,40
220306,pomorskie,człuchowski,Przechlewo,21,20,1,0,0,38,3,35,0,0,0,2,0,2,0,61
220307,pomorskie,człuchowski,Rzeczenica,8,8,0,0,0,40,3,36,1,0,0,1,0,1,0,49
220401,pomorskie,gdański,Pruszcz Gdański,39,39,0,0,0,217,34,181,2,0,0,24,0,21,3,280
220402,pomorskie,gdański,Cedry Wielkie,37,36,1,0,0,124,9,114,1,0,0,6,2,4,0,167
220403,pomorskie,gdański,Kolbudy,52,51,1,0,0,291,22,261,7,1,0,22,0,19,3,365
220404,pomorskie,gdański,Pruszcz Gdański,79,76,2,1,0,371,24,337,9,1,0,40,0,36,4,490
220405,pomorskie,gdański,Przywidz,18,17,1,0,0,81,3,78,0,0,0,16,5,11,0,115
220406,pomorskie,gdański,Pszczółki,25,23,1,1,0,108,7,99,2,0,0,3,0,3,0,136
220407,pomorskie,gdański,Suchy Dąb,14,13,1,0,0,52,5,47,0,0,0,3,0,3,0,69
220408,pomorskie,gdański,Trąbki Wielkie,55,53,1,0,1,219,19,196,4,0,0,9,0,9,0,283
220501,pomorskie,kartuski,Chmielno,9,8,1,0,0,93,22,68,2,1,0,5,0,3,2,107
220502,pomorskie,kartuski,Kartuzy,57,52,5,0,0,335,49,280,6,0,0,27,0,20,7,419
220503,pomorskie,kartuski,Przodkowo,21,21,0,0,0,114,6,106,2,0,0,3,0,3,0,138
220504,pomorskie,kartuski,Sierakowice,36,36,0,0,0,207,10,194,3,0,0,11,0,6,5,254
220505,pomorskie,kartuski,Somonino,32,31,1,0,0,125,24,97,4,0,0,10,0,9,1,167
220506,pomorskie,kartuski,Stężyca,44,43,1,0,0,133,4,121,8,0,0,5,0,5,0,182
220507,pomorskie,kartuski,Sulęczyno,10,9,1,0,0,65,0,60,4,1,0,5,0,5,0,80
220508,pomorskie,kartuski,Żukowo,87,80,7,0,0,534,36,483,13,2,0,36,1,33,2,657
220601,pomorskie,kościerski,Kościerzyna,37,37,0,0,0,182,23,159,0,0,0,50,1,16,33,269
220602,pomorskie,kościerski,Dziemiany,9,9,0,0,0,56,5,51,0,0,0,0,0,0,0,65
220603,pomorskie,kościerski,Karsin,22,20,2,0,0,102,15,86,1,0,0,8,1,7,0,132
220604,pomorskie,kościerski,Kościerzyna,52,51,1,0,0,186,18,163,5,0,0,18,0,13,5,256
220605,pomorskie,kościerski,Liniewo,18,16,2,0,0,82,6,73,3,0,0,5,0,5,0,105
220606,pomorskie,kościerski,Lipusz,12,12,0,0,0,38,4,32,2,0,0,2,0,2,0,52
220607,pomorskie,kościerski,Nowa Karczma,22,19,2,1,0,100,7,90,3,0,0,4,0,4,0,126
220608,pomorskie,kościerski,Stara Kiszewa,21,21,0,0,0,89,4,85,0,0,0,4,0,3,1,114
220701,pomorskie,kwidzyński,Kwidzyn,88,86,1,1,0,232,17,214,1,0,0,75,0,54,21,395
220702,pomorskie,kwidzyński,Gardeja,36,36,0,0,0,118,5,110,3,0,0,8,0,8,0,162
220703,pomorskie,kwidzyński,Kwidzyn,52,46,5,1,0,129,12,111,6,0,0,8,0,6,2,189
220704,pomorskie,kwidzyński,Prabuty,52,48,3,0,1,111,7,101,3,0,0,12,0,12,0,175
220705,pomorskie,kwidzyński,Ryjewo,20,19,1,0,0,69,3,64,2,0,0,3,0,3,0,92
220706,pomorskie,kwidzyński,Sadlinki,12,12,0,0,0,39,3,36,0,0,0,1,1,0,0,52
220801,pomorskie,lęborski,Lębork,77,71,6,0,0,225,45,174,6,0,0,64,4,50,10,366
220802,pomorskie,lęborski,Łeba,13,13,0,0,0,103,14,88,1,0,0,13,0,7,6,129
220803,pomorskie,lęborski,Cewice,14,14,0,0,0,73,6,66,1,0,0,2,0,2,0,89
220804,pomorskie,lęborski,Nowa Wieś Lęborska,64,59,4,0,1,154,19,132,3,0,0,11,1,10,0,229
220805,pomorskie,lęborski,Wicko,25,25,0,0,0,71,8,59,4,0,0,6,0,4,2,102
220901,pomorskie,malborski,Malbork,85,83,2,0,0,212,34,176,2,0,0,48,3,38,7,345
220903,pomorskie,malborski,Lichnowy,17,16,1,0,0,77,2,72,3,0,0,0,0,0,0,94
220904,pomorskie,malborski,Malbork,21,20,1,0,0,90,8,82,0,0,0,3,0,3,0,114
220906,pomorskie,malborski,Miłoradz,17,15,2,0,0,77,2,75,0,0,0,1,0,1,0,95
220907,pomorskie,malborski,Nowy Staw,34,34,0,0,0,140,10,126,4,0,0,2,0,2,0,176
220908,pomorskie,malborski,Stare Pole,25,24,1,0,0,44,3,41,0,0,0,1,0,1,0,70
221001,pomorskie,nowodworski,Krynica Morska,7,7,0,0,0,99,11,88,0,0,0,18,0,6,12,124
221002,pomorskie,nowodworski,Nowy Dwór Gdański,75,73,2,0,0,236,52,178,6,0,0,21,1,9,11,332
221003,pomorskie,nowodworski,Ostaszewo,7,7,0,0,0,25,3,21,1,0,0,1,0,1,0,33
221004,pomorskie,nowodworski,Stegna,52,52,0,0,0,271,50,220,1,0,0,17,0,14,3,340
221005,pomorskie,nowodworski,Sztutowo,16,16,0,0,0,61,7,52,2,0,0,2,0,2,0,79
221101,pomorskie,pucki,Hel,9,9,0,0,0,52,8,44,0,0,0,3,0,3,0,64
221102,pomorskie,pucki,Jastarnia,9,9,0,0,0,94,9,84,1,0,0,12,2,9,1,115
221103,pomorskie,pucki,Puck,28,27,1,0,0,90,15,73,2,0,0,13,1,6,6,131
221104,pomorskie,pucki,Władysławowo,36,34,1,1,0,196,24,167,5,0,0,18,4,14,0,250
221105,pomorskie,pucki,Kosakowo,27,27,0,0,0,246,17,223,5,1,0,34,1,27,6,307
221106,pomorskie,pucki,Krokowa,43,41,1,0,1,157,13,142,2,0,0,12,1,11,0,212
221107,pomorskie,pucki,Puck,54,51,3,0,0,270,13,251,6,0,0,19,0,19,0,343
221201,pomorskie,słupski,Ustka,15,15,0,0,0,144,16,126,2,0,0,24,1,13,10,183
221202,pomorskie,słupski,Damnica,20,19,1,0,0,74,8,65,1,0,0,2,0,1,1,96
221203,pomorskie,słupski,Dębnica Kaszubska,38,38,0,0,0,112,6,103,3,0,0,6,1,5,0,156
221204,pomorskie,słupski,Główczyce,25,25,0,0,0,98,5,92,1,0,0,3,1,2,0,126
221205,pomorskie,słupski,Kępice,34,32,1,1,0,104,6,96,2,0,0,9,0,8,1,147
221206,pomorskie,słupski,Kobylnica,52,48,3,1,0,111,9,99,2,1,0,11,0,8,3,174
221207,pomorskie,słupski,Potęgowo,32,31,1,0,0,94,10,82,2,0,0,1,0,1,0,127
221208,pomorskie,słupski,Redzikowo,57,52,5,0,0,144,22,119,3,0,0,16,3,11,2,217
221209,pomorskie,słupski,Smołdzino,16,15,1,0,0,56,1,54,1,0,0,2,1,1,0,74
221210,pomorskie,słupski,Ustka,35,33,2,0,0,141,18,121,2,0,0,11,0,9,2,187
221301,pomorskie,starogardzki,Czarna Woda,11,11,0,0,0,33,1,31,1,0,0,0,0,0,0,44
221302,pomorskie,starogardzki,Skórcz,11,10,1,0,0,51,6,44,1,0,0,1,0,1,0,63
221303,pomorskie,starogardzki,Starogard Gdański,78,78,0,0,0,328,83,240,5,0,0,19,0,12,7,425
221304,pomorskie,starogardzki,Bobowo,9,8,1,0,0,61,2,59,0,0,0,1,0,1,0,71
221305,pomorskie,starogardzki,Kaliska,16,16,0,0,0,98,10,87,1,0,0,1,0,1,0,115
221306,pomorskie,starogardzki,Lubichowo,17,16,0,1,0,118,6,105,7,0,0,1,0,1,0,136
221307,pomorskie,starogardzki,Osieczna,1,1,0,0,0,40,3,36,1,0,0,0,0,0,0,41
221308,pomorskie,starogardzki,Osiek,12,12,0,0,0,47,4,39,4,0,0,2,0,1,1,61
221309,pomorskie,starogardzki,Skarszewy,32,30,2,0,0,189,15,171,3,0,0,2,0,1,1,223
221310,pomorskie,starogardzki,Skórcz,10,9,1,0,0,64,5,56,3,0,0,1,0,1,0,75
221311,pomorskie,starogardzki,Smętowo Graniczne,36,33,3,0,0,103,2,92,9,0,0,4,0,3,1,143
221312,pomorskie,starogardzki,Starogard Gdański,48,43,5,0,0,208,21,180,7,0,0,7,2,2,3,263
221313,pomorskie,starogardzki,Zblewo,31,28,3,0,0,198,18,169,11,0,0,4,2,1,1,233
221401,pomorskie,tczewski,Tczew,100,98,2,0,0,364,62,300,2,0,0,48,0,30,18,512
221402,pomorskie,tczewski,Gniew,60,58,2,0,0,199,32,160,7,0,0,13,0,6,7,272
221403,pomorskie,tczewski,Morzeszczyn,9,8,1,0,0,51,3,45,3,0,0,1,0,1,0,61
221404,pomorskie,tczewski,Pelplin,47,45,2,0,0,206,19,186,1,0,0,13,1,4,8,266
221405,pomorskie,tczewski,Subkowy,12,12,0,0,0,85,10,74,1,0,0,3,0,3,0,100
221406,pomorskie,tczewski,Tczew,49,47,2,0,0,208,13,187,8,0,0,10,0,6,4,267
221501,pomorskie,wejherowski,Reda,28,28,0,0,0,210,35,172,3,0,0,19,0,7,12,257
221502,pomorskie,wejherowski,Rumia,65,65,0,0,0,425,125,299,1,0,0,37,2,15,20,527
221503,pomorskie,wejherowski,Wejherowo,65,64,1,0,0,369,73,293,3,0,0,27,0,10,17,461
221504,pomorskie,wejherowski,Choczewo,23,21,2,0,0,143,14,129,0,0,0,3,1,1,1,169
221505,pomorskie,wejherowski,Gniewino,15,15,0,0,0,122,5,115,2,0,0,3,0,0,3,140
